0,0
180,249
182,245
186,239
193,229
196,224
197,221
198,220
199,220
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,219
199,212
200,195
208,169
218,144
231,113
239,96
243,84
245,81
246,80
246,80
246,80
246,80
246,80
246,80
246,80
246,80
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
246,79
239,80
216,92
197,105
163,131
143,148
122,172
111,184
104,192
101,195
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
100,196
114,207
131,225
151,242
176,263
200,283
213,291
223,297
228,299
230,300
231,301
231,301
231,301
231,301
231,301
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
231,300
232,295
240,282
249,266
263,238
276,213
290,187
297,175
302,164
304,160
305,158
305,158
305,158
305,158
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
305,157
299,157
281,151
258,143
233,133
199,121
135,95
114,87
99,81
93,79
